k,h,s,yD,pplant_mw
30,71,1,0,0.0000000000
30,71,2,0,0.0000000000
30,71,3,0,0.0000000000
30,72,1,0,0.0000000000
30,72,2,0,0.0000000000
30,72,3,0,0.0000000000
30,73,1,0,0.0000000000
30,73,2,0,0.0000000000
30,73,3,0,0.0000000000
30,74,1,0,0.0000000000
30,74,2,0,0.0000000000
30,74,3,0,0.0000000000
30,75,1,0,0.0000000000
30,75,2,0,0.0000000000
30,75,3,0,0.0000000000
30,76,1,0,0.0000000000
30,76,2,0,0.0000000000
30,76,3,0,0.0000000000
30,77,1,0,0.0000000000
30,77,2,0,0.0000000000
30,77,3,0,0.0000000000
30,78,1,0,0.0000000000
30,78,2,0,0.0000000000
30,78,3,0,0.0000000000
30,79,1,0,0.0000000000
30,79,2,0,0.0000000000
30,79,3,0,0.0000000000
30,80,1,0,0.0000000000
30,80,2,0,0.0000000000
30,80,3,0,0.0000000000
30,81,1,0,0.0000000000
30,81,2,0,0.0000000000
30,81,3,0,0.0000000000
30,82,1,0,0.0000000000
30,82,2,0,0.0000000000
30,82,3,0,0.0000000000
30,83,1,0,0.0000000000
30,83,2,0,0.0000000000
30,83,3,0,0.0000000000
30,84,1,0,0.0000000000
30,84,2,0,0.0000000000
30,84,3,0,0.0000000000
30,85,1,0,0.0000000000
30,85,2,0,0.0000000000
30,85,3,0,0.0000000000
30,86,1,0,0.0000000000
30,86,2,0,0.0000000000
30,86,3,0,0.0000000000
30,87,1,0,0.0000000000
30,87,2,0,0.0000000000
30,87,3,0,0.0000000000
30,88,1,0,0.0000000000
30,88,2,0,0.0000000000
30,88,3,0,0.0000000000
30,89,1,0,0.0000000000
30,89,2,0,0.0000000000
30,89,3,0,0.0000000000
30,90,1,0,0.0000000000
30,90,2,0,0.0000000000
30,90,3,0,0.0000000000
30,91,1,0,0.0000000000
30,91,2,0,0.0000000000
30,91,3,0,0.0000000000
30,92,1,0,0.0000000000
30,92,2,0,0.0000000000
30,92,3,0,0.0000000000
30,93,1,0,0.0000000000
30,93,2,0,0.0000000000
30,93,3,0,0.0000000000
30,94,1,0,0.0000000000
30,94,2,0,0.0000000000
30,94,3,0,0.0000000000
30,95,1,0,0.0000000000
30,95,2,0,0.0000000000
30,95,3,0,0.0000000000
30,96,1,0,0.0000000000
30,96,2,0,0.0000000000
30,96,3,0,0.0000000000
30,97,1,0,0.0000000000
30,97,2,0,0.0000000000
30,97,3,0,0.0000000000
30,98,1,0,0.0000000000
30,98,2,0,0.0000000000
30,98,3,0,0.0000000000
30,99,1,0,0.0000000000
30,99,2,0,0.0000000000
30,99,3,0,0.0000000000
30,100,1,0,0.0000000000
30,100,2,0,0.0000000000
30,100,3,0,0.0000000000
30,101,1,0,0.0000000000
30,101,2,0,0.0000000000
30,101,3,0,0.0000000000
30,102,1,0,0.0000000000
30,102,2,0,0.0000000000
30,102,3,0,0.0000000000
30,103,1,0,0.0000000000
30,103,2,0,0.0000000000
30,103,3,0,0.0000000000
30,104,1,0,0.0000000000
30,104,2,0,0.0000000000
30,104,3,0,0.0000000000
30,105,1,0,0.0000000000
30,105,2,0,0.0000000000
30,105,3,0,0.0000000000
30,106,1,0,0.0000000000
30,106,2,0,0.0000000000
30,106,3,0,0.0000000000
30,107,1,0,0.0000000000
30,107,2,0,0.0000000000
30,107,3,0,0.0000000000
30,108,1,0,0.0000000000
30,108,2,0,0.0000000000
30,108,3,0,0.0000000000
30,109,1,0,0.0000000000
30,109,2,0,0.0000000000
30,109,3,0,0.0000000000
30,110,1,0,0.0000000000
30,110,2,0,0.0000000000
30,110,3,0,0.0000000000
30,111,1,0,0.0000000000
30,111,2,0,0.0000000000
30,111,3,0,0.0000000000
30,112,1,0,0.0000000000
30,112,2,0,0.0000000000
30,112,3,0,0.0000000000
30,113,1,0,0.0000000000
30,113,2,0,0.0000000000
30,113,3,0,0.0000000000
30,114,1,0,0.0000000000
30,114,2,0,0.0000000000
30,114,3,0,0.0000000000
30,115,1,0,0.0000000000
30,115,2,0,0.0000000000
30,115,3,0,0.0000000000
30,116,1,0,0.0000000000
30,116,2,0,0.0000000000
30,116,3,0,0.0000000000
30,117,1,0,0.0000000000
30,117,2,0,0.0000000000
30,117,3,0,0.0000000000
30,118,1,0,0.0000000000
30,118,2,0,0.0000000000
30,118,3,0,0.0000000000
30,119,1,0,0.0000000000
30,119,2,0,0.0000000000
30,119,3,0,0.0000000000
30,120,1,0,0.0000000000
30,120,2,0,0.0000000000
30,120,3,0,0.0000000000
30,121,1,0,0.0000000000
30,121,2,0,0.0000000000
30,121,3,0,0.0000000000
30,122,1,0,0.0000000000
30,122,2,0,0.0000000000
30,122,3,0,0.0000000000
30,123,1,0,0.0000000000
30,123,2,0,0.0000000000
30,123,3,0,0.0000000000
30,124,1,0,0.0000000000
30,124,2,0,0.0000000000
30,124,3,0,0.0000000000
30,125,1,0,0.0000000000
30,125,2,0,0.0000000000
30,125,3,0,0.0000000000
30,126,1,0,0.0000000000
30,126,2,0,0.0000000000
30,126,3,0,0.0000000000
30,127,1,0,0.0000000000
30,127,2,0,0.0000000000
30,127,3,0,0.0000000000
30,128,1,0,0.0000000000
30,128,2,0,0.0000000000
30,128,3,0,0.0000000000
30,129,1,0,0.0000000000
30,129,2,0,0.0000000000
30,129,3,0,0.0000000000
30,130,1,0,0.0000000000
30,130,2,0,0.0000000000
30,130,3,0,0.0000000000
30,131,1,0,0.0000000000
30,131,2,0,0.0000000000
30,131,3,0,0.0000000000
30,132,1,0,0.0000000000
30,132,2,0,0.0000000000
30,132,3,0,0.0000000000
30,133,1,0,0.0000000000
30,133,2,0,0.0000000000
30,133,3,0,0.0000000000
30,134,1,0,0.0000000000
30,134,2,0,0.0000000000
30,134,3,0,0.0000000000
30,135,1,0,0.0000000000
30,135,2,0,0.0000000000
30,135,3,0,0.0000000000
30,136,1,0,0.0000000000
30,136,2,0,0.0000000000
30,136,3,0,0.0000000000
30,137,1,0,0.0000000000
30,137,2,0,0.0000000000
30,137,3,0,0.0000000000
30,138,1,0,0.0000000000
30,138,2,0,0.0000000000
30,138,3,0,0.0000000000
30,139,1,0,0.0000000000
30,139,2,0,0.0000000000
30,139,3,0,0.0000000000
30,140,1,0,0.0000000000
30,140,2,0,0.0000000000
30,140,3,0,0.0000000000
30,141,1,0,0.0000000000
30,141,2,0,0.0000000000
30,141,3,0,0.0000000000
30,142,1,0,0.0000000000
30,142,2,0,0.0000000000
30,142,3,0,0.0000000000
30,143,1,0,0.0000000000
30,143,2,0,0.0000000000
30,143,3,0,0.0000000000
30,144,1,0,0.0000000000
30,144,2,0,0.0000000000
30,144,3,0,0.0000000000
30,145,1,0,0.0000000000
30,145,2,0,0.0000000000
30,145,3,0,0.0000000000
30,146,1,0,0.0000000000
30,146,2,0,0.0000000000
30,146,3,0,0.0000000000
30,147,1,0,0.0000000000
30,147,2,0,0.0000000000
30,147,3,0,0.0000000000
30,148,1,0,0.0000000000
30,148,2,0,0.0000000000
30,148,3,0,0.0000000000
30,149,1,0,0.0000000000
30,149,2,0,0.0000000000
30,149,3,0,0.0000000000
30,150,1,0,0.0000000000
30,150,2,0,0.0000000000
30,150,3,0,0.0000000000
30,151,1,0,0.0000000000
30,151,2,0,0.0000000000
30,151,3,0,0.0000000000
30,152,1,0,0.0000000000
30,152,2,0,0.0000000000
30,152,3,0,0.0000000000
30,153,1,0,0.0000000000
30,153,2,0,0.0000000000
30,153,3,0,0.0000000000
30,154,1,0,0.0000000000
30,154,2,0,0.0000000000
30,154,3,0,0.0000000000
30,155,1,0,0.0000000000
30,155,2,0,0.0000000000
30,155,3,0,0.0000000000
30,156,1,0,0.0000000000
30,156,2,0,0.0000000000
30,156,3,0,0.0000000000
30,157,1,0,0.0000000000
30,157,2,0,0.0000000000
30,157,3,0,0.0000000000
30,158,1,0,0.0000000000
30,158,2,0,0.0000000000
30,158,3,0,0.0000000000
30,159,1,0,0.0000000000
30,159,2,0,0.0000000000
30,159,3,0,0.0000000000
30,160,1,0,0.0000000000
30,160,2,0,0.0000000000
30,160,3,0,0.0000000000
30,161,1,0,0.0000000000
30,161,2,0,0.0000000000
30,161,3,0,0.0000000000
30,162,1,0,0.0000000000
30,162,2,0,0.0000000000
30,162,3,0,0.0000000000
30,163,1,0,0.0000000000
30,163,2,0,0.0000000000
30,163,3,0,0.0000000000
30,164,1,0,0.0000000000
30,164,2,0,0.0000000000
30,164,3,0,0.0000000000
30,165,1,0,0.0000000000
30,165,2,0,0.0000000000
30,165,3,0,0.0000000000
30,166,1,0,0.0000000000
30,166,2,0,0.0000000000
30,166,3,0,0.0000000000
30,167,1,0,0.0000000000
30,167,2,0,0.0000000000
30,167,3,0,0.0000000000
30,168,1,0,0.0000000000
30,168,2,0,0.0000000000
30,168,3,0,0.0000000000
33,1,1,0,0.0000000000
33,1,2,0,0.0000000000
33,1,3,0,0.0000000000
33,2,1,0,0.0000000000
33,2,2,0,0.0000000000
33,2,3,0,0.0000000000
33,3,1,0,0.0000000000
33,3,2,0,0.0000000000
33,3,3,0,0.0000000000
33,4,1,0,0.0000000000
33,4,2,0,0.0000000000
33,4,3,0,0.0000000000
33,5,1,0,0.0000000000
33,5,2,0,0.0000000000
33,5,3,0,0.0000000000
33,6,1,0,0.0000000000
33,6,2,0,0.0000000000
33,6,3,0,0.0000000000
33,7,1,0,0.0000000000
33,7,2,0,0.0000000000
33,7,3,0,0.0000000000
33,8,1,0,0.0000000000
33,8,2,0,0.0000000000
33,8,3,0,0.0000000000
33,9,1,0,0.0000000000
33,9,2,0,0.0000000000
33,9,3,0,0.0000000000
33,10,1,0,0.0000000000
33,10,2,0,0.0000000000
33,10,3,0,0.0000000000
33,11,1,0,0.0000000000
33,11,2,0,0.0000000000
33,11,3,0,0.0000000000
33,12,1,0,0.0000000000
33,12,2,0,0.0000000000
33,12,3,0,0.0000000000
33,13,1,0,0.0000000000
33,13,2,0,0.0000000000
33,13,3,0,0.0000000000
33,14,1,0,0.0000000000
33,14,2,0,0.0000000000
33,14,3,0,0.0000000000
33,15,1,0,0.0000000000
33,15,2,0,0.0000000000
33,15,3,0,0.0000000000
33,16,1,0,0.0000000000
33,16,2,0,0.0000000000
33,16,3,0,0.0000000000
33,17,1,0,0.0000000000
33,17,2,0,0.0000000000
33,17,3,0,0.0000000000
33,18,1,0,0.0000000000
33,18,2,0,0.0000000000
33,18,3,0,0.0000000000
33,19,1,0,0.0000000000
33,19,2,0,0.0000000000
33,19,3,0,0.0000000000
33,20,1,0,0.0000000000
33,20,2,0,0.0000000000
33,20,3,0,0.0000000000
33,21,1,0,0.0000000000
33,21,2,0,0.0000000000
33,21,3,0,0.0000000000
33,22,1,0,0.0000000000
33,22,2,0,0.0000000000
33,22,3,0,0.0000000000
33,23,1,0,0.0000000000
33,23,2,0,0.0000000000
33,23,3,0,0.0000000000
33,24,1,0,0.0000000000
33,24,2,0,0.0000000000
33,24,3,0,0.0000000000
33,25,1,0,0.0000000000
33,25,2,0,0.0000000000
33,25,3,0,0.0000000000
33,26,1,0,0.0000000000
33,26,2,0,0.0000000000
33,26,3,0,0.0000000000
33,27,1,0,0.0000000000
33,27,2,0,0.0000000000
33,27,3,0,0.0000000000
33,28,1,0,0.0000000000
33,28,2,0,0.0000000000
33,28,3,0,0.0000000000
33,29,1,0,0.0000000000
33,29,2,0,0.0000000000
33,29,3,0,0.0000000000
33,30,1,0,0.0000000000
33,30,2,0,0.0000000000
33,30,3,0,0.0000000000
33,31,1,0,0.0000000000
33,31,2,0,0.0000000000
33,31,3,0,0.0000000000
33,32,1,0,0.0000000000
33,32,2,0,0.0000000000
33,32,3,0,0.0000000000
33,33,1,0,0.0000000000
33,33,2,0,0.0000000000
33,33,3,0,0.0000000000
33,34,1,0,0.0000000000
33,34,2,0,0.0000000000
33,34,3,0,0.0000000000
33,35,1,0,0.0000000000
33,35,2,0,0.0000000000
33,35,3,0,0.0000000000
33,36,1,0,0.0000000000
33,36,2,0,0.0000000000
33,36,3,0,0.0000000000
33,37,1,0,0.0000000000
33,37,2,0,0.0000000000
33,37,3,0,0.0000000000
33,38,1,0,0.0000000000
33,38,2,0,0.0000000000
33,38,3,0,0.0000000000
33,39,1,0,0.0000000000
33,39,2,0,0.0000000000
33,39,3,0,0.0000000000
33,40,1,0,0.0000000000
33,40,2,0,0.0000000000
33,40,3,0,0.0000000000
33,41,1,0,0.0000000000
33,41,2,0,0.0000000000
33,41,3,0,0.0000000000
33,42,1,0,0.0000000000
33,42,2,0,0.0000000000
33,42,3,0,0.0000000000
33,43,1,0,0.0000000000
33,43,2,0,0.0000000000
33,43,3,0,0.0000000000
33,44,1,0,0.0000000000
33,44,2,0,0.0000000000
33,44,3,0,0.0000000000
33,45,1,0,0.0000000000
33,45,2,0,0.0000000000
33,45,3,0,0.0000000000
33,46,1,0,0.0000000000
33,46,2,0,0.0000000000
33,46,3,0,0.0000000000
33,47,1,0,0.0000000000
33,47,2,0,0.0000000000
33,47,3,0,0.0000000000
33,48,1,0,0.0000000000
33,48,2,0,0.0000000000
33,48,3,0,0.0000000000
33,49,1,0,0.0000000000
33,49,2,0,0.0000000000
33,49,3,0,0.0000000000
33,50,1,0,0.0000000000
33,50,2,0,0.0000000000
33,50,3,0,0.0000000000
33,51,1,0,0.0000000000
33,51,2,0,0.0000000000
33,51,3,0,0.0000000000
33,52,1,0,0.0000000000
33,52,2,0,0.0000000000
33,52,3,0,0.0000000000
33,53,1,0,0.0000000000
33,53,2,0,0.0000000000
33,53,3,0,0.0000000000
33,54,1,0,0.0000000000
33,54,2,0,0.0000000000
33,54,3,0,0.0000000000
33,55,1,0,0.0000000000
33,55,2,0,0.0000000000
33,55,3,0,0.0000000000
33,56,1,0,0.0000000000
33,56,2,0,0.0000000000
33,56,3,0,0.0000000000
33,57,1,0,0.0000000000
33,57,2,0,0.0000000000
33,57,3,0,0.0000000000
33,58,1,0,0.0000000000
33,58,2,0,0.0000000000
33,58,3,0,0.0000000000
33,59,1,0,0.0000000000
33,59,2,0,0.0000000000
33,59,3,0,0.0000000000
33,60,1,0,0.0000000000
33,60,2,0,0.0000000000
33,60,3,0,0.0000000000
33,61,1,0,0.0000000000
33,61,2,0,0.0000000000
33,61,3,0,0.0000000000
33,62,1,0,0.0000000000
33,62,2,0,0.0000000000
33,62,3,0,0.0000000000
33,63,1,0,0.0000000000
33,63,2,0,0.0000000000
33,63,3,0,0.0000000000
33,64,1,0,0.0000000000
33,64,2,0,0.0000000000
33,64,3,0,0.0000000000
33,65,1,0,0.0000000000
33,65,2,0,0.0000000000
33,65,3,0,0.0000000000
33,66,1,0,0.0000000000
33,66,2,0,0.0000000000
33,66,3,0,0.0000000000
33,67,1,0,0.0000000000
33,67,2,0,0.0000000000
33,67,3,0,0.0000000000
33,68,1,0,0.0000000000
33,68,2,0,0.0000000000
33,68,3,0,0.0000000000
33,69,1,0,0.0000000000
33,69,2,0,0.0000000000
33,69,3,0,0.0000000000
33,70,1,0,0.0000000000
33,70,2,0,0.0000000000
33,70,3,0,0.0000000000
33,71,1,0,0.0000000000
33,71,2,0,0.0000000000
33,71,3,0,0.0000000000
33,72,1,0,0.0000000000
33,72,2,0,0.0000000000
33,72,3,0,0.0000000000
33,73,1,0,0.0000000000
33,73,2,0,0.0000000000
33,73,3,0,0.0000000000
33,74,1,0,0.0000000000
33,74,2,0,0.0000000000
33,74,3,0,0.0000000000
33,75,1,0,0.0000000000
33,75,2,0,0.0000000000
33,75,3,0,0.0000000000
33,76,1,0,0.0000000000
33,76,2,0,0.0000000000
33,76,3,0,0.0000000000
33,77,1,0,0.0000000000
33,77,2,0,0.0000000000
33,77,3,0,0.0000000000
33,78,1,0,0.0000000000
33,78,2,0,0.0000000000
33,78,3,0,0.0000000000
33,79,1,0,0.0000000000
33,79,2,0,0.0000000000
33,79,3,0,0.0000000000
33,80,1,0,0.0000000000
33,80,2,0,0.0000000000
33,80,3,0,0.0000000000
33,81,1,0,0.0000000000
33,81,2,0,0.0000000000
33,81,3,0,0.0000000000
33,82,1,0,0.0000000000
33,82,2,0,0.0000000000
33,82,3,0,0.0000000000
33,83,1,0,0.0000000000
33,83,2,0,0.0000000000
33,83,3,0,0.0000000000
33,84,1,0,0.0000000000
33,84,2,0,0.0000000000
33,84,3,0,0.0000000000
33,85,1,0,0.0000000000
33,85,2,0,0.0000000000
33,85,3,0,0.0000000000
33,86,1,0,0.0000000000
33,86,2,0,0.0000000000
33,86,3,0,0.0000000000
33,87,1,0,0.0000000000
33,87,2,0,0.0000000000
33,87,3,0,0.0000000000
33,88,1,0,0.0000000000
33,88,2,0,0.0000000000
33,88,3,0,0.0000000000
33,89,1,0,0.0000000000
33,89,2,0,0.0000000000
33,89,3,0,0.0000000000
33,90,1,0,0.0000000000
33,90,2,0,0.0000000000
33,90,3,0,0.0000000000
33,91,1,0,0.0000000000
33,91,2,0,0.0000000000
33,91,3,0,0.0000000000
33,92,1,0,0.0000000000
33,92,2,0,0.0000000000
33,92,3,0,0.0000000000
33,93,1,0,0.0000000000
33,93,2,0,0.0000000000
33,93,3,0,0.0000000000
33,94,1,0,0.0000000000
33,94,2,0,0.0000000000
33,94,3,0,0.0000000000
33,95,1,0,0.0000000000
33,95,2,0,0.0000000000
33,95,3,0,0.0000000000
33,96,1,0,0.0000000000
33,96,2,0,0.0000000000
33,96,3,0,0.0000000000
33,97,1,0,0.0000000000
33,97,2,0,0.0000000000
33,97,3,0,0.0000000000
33,98,1,0,0.0000000000
33,98,2,0,0.0000000000
33,98,3,0,0.0000000000
33,99,1,0,0.0000000000
33,99,2,0,0.0000000000
33,99,3,0,0.0000000000
33,100,1,0,0.0000000000
33,100,2,0,0.0000000000
33,100,3,0,0.0000000000
33,101,1,0,0.0000000000
33,101,2,0,0.0000000000
33,101,3,0,0.0000000000
33,102,1,0,0.0000000000
33,102,2,0,0.0000000000
33,102,3,0,0.0000000000
33,103,1,0,0.0000000000
33,103,2,0,0.0000000000
33,103,3,0,0.0000000000
33,104,1,0,0.0000000000
33,104,2,0,0.0000000000
33,104,3,0,0.0000000000
33,105,1,0,0.0000000000
33,105,2,0,0.0000000000
33,105,3,0,0.0000000000
33,106,1,0,0.0000000000
33,106,2,0,0.0000000000
33,106,3,0,0.0000000000
33,107,1,0,0.0000000000
33,107,2,0,0.0000000000
33,107,3,0,0.0000000000
33,108,1,0,0.0000000000
33,108,2,0,0.0000000000
33,108,3,0,0.0000000000
33,109,1,0,0.0000000000
33,109,2,0,0.0000000000
33,109,3,0,0.0000000000
33,110,1,0,0.0000000000
33,110,2,0,0.0000000000
33,110,3,0,0.0000000000
33,111,1,0,0.0000000000
33,111,2,0,0.0000000000
33,111,3,0,0.0000000000
33,112,1,0,0.0000000000
33,112,2,0,0.0000000000
33,112,3,0,0.0000000000
33,113,1,0,0.0000000000
33,113,2,0,0.0000000000
33,113,3,0,0.0000000000
33,114,1,0,0.0000000000
33,114,2,0,0.0000000000
33,114,3,0,0.0000000000
33,115,1,0,0.0000000000
33,115,2,0,0.0000000000
33,115,3,0,0.0000000000
33,116,1,0,0.0000000000
33,116,2,0,0.0000000000
33,116,3,0,0.0000000000
33,117,1,0,0.0000000000
33,117,2,0,0.0000000000
33,117,3,0,0.0000000000
33,118,1,0,0.0000000000
33,118,2,0,0.0000000000
33,118,3,0,0.0000000000
33,119,1,0,0.0000000000
33,119,2,0,0.0000000000
33,119,3,0,0.0000000000
33,120,1,0,0.0000000000
33,120,2,0,0.0000000000
33,120,3,0,0.0000000000
33,121,1,0,0.0000000000
33,121,2,0,0.0000000000
33,121,3,0,0.0000000000
33,122,1,0,0.0000000000
33,122,2,0,0.0000000000
33,122,3,0,0.0000000000
33,123,1,0,0.0000000000
33,123,2,0,0.0000000000
33,123,3,0,0.0000000000
33,124,1,0,0.0000000000
33,124,2,0,0.0000000000
33,124,3,0,0.0000000000
33,125,1,0,0.0000000000
33,125,2,0,0.0000000000
33,125,3,0,0.0000000000
33,126,1,0,0.0000000000
33,126,2,0,0.0000000000
33,126,3,0,0.0000000000
33,127,1,0,0.0000000000
33,127,2,0,0.0000000000
33,127,3,0,0.0000000000
33,128,1,0,0.0000000000
33,128,2,0,0.0000000000
33,128,3,0,0.0000000000
33,129,1,0,0.0000000000
33,129,2,0,0.0000000000
33,129,3,0,0.0000000000
33,130,1,0,0.0000000000
33,130,2,0,0.0000000000
33,130,3,0,0.0000000000
33,131,1,0,0.0000000000
33,131,2,0,0.0000000000
33,131,3,0,0.0000000000
33,132,1,0,0.0000000000
33,132,2,0,0.0000000000
33,132,3,0,0.0000000000
33,133,1,0,0.0000000000
33,133,2,0,0.0000000000
33,133,3,0,0.0000000000
33,134,1,0,0.0000000000
33,134,2,0,0.0000000000
33,134,3,0,0.0000000000
33,135,1,0,0.0000000000
33,135,2,0,0.0000000000
33,135,3,0,0.0000000000
33,136,1,0,0.0000000000
33,136,2,0,0.0000000000
33,136,3,0,0.0000000000
33,137,1,0,0.0000000000
33,137,2,0,0.0000000000
33,137,3,0,0.0000000000
33,138,1,0,0.0000000000
33,138,2,0,0.0000000000
33,138,3,0,0.0000000000
33,139,1,0,0.0000000000
33,139,2,0,0.0000000000
33,139,3,0,0.0000000000
33,140,1,0,0.0000000000
33,140,2,0,0.0000000000
33,140,3,0,0.0000000000
33,141,1,0,0.0000000000
33,141,2,0,0.0000000000
33,141,3,0,0.0000000000
33,142,1,0,0.0000000000
33,142,2,0,0.0000000000
33,142,3,0,0.0000000000
33,143,1,0,0.0000000000
33,143,2,0,0.0000000000
33,143,3,0,0.0000000000
33,144,1,0,0.0000000000
33,144,2,0,0.0000000000
33,144,3,0,0.0000000000
33,145,1,0,0.0000000000
33,145,2,0,0.0000000000
33,145,3,0,0.0000000000
33,146,1,0,0.0000000000
33,146,2,0,0.0000000000
33,146,3,0,0.0000000000
33,147,1,0,0.0000000000
33,147,2,0,0.0000000000
33,147,3,0,0.0000000000
33,148,1,0,0.0000000000
33,148,2,0,0.0000000000
33,148,3,0,0.0000000000
33,149,1,0,0.0000000000
33,149,2,0,0.0000000000
33,149,3,0,0.0000000000
33,150,1,0,0.0000000000
33,150,2,0,0.0000000000
33,150,3,0,0.0000000000
33,151,1,0,0.0000000000
33,151,2,0,0.0000000000
33,151,3,0,0.0000000000
33,152,1,0,0.0000000000
33,152,2,0,0.0000000000
33,152,3,0,0.0000000000
33,153,1,0,0.0000000000
33,153,2,0,0.0000000000
33,153,3,0,0.0000000000
33,154,1,0,0.0000000000
33,154,2,0,0.0000000000
33,154,3,0,0.0000000000
33,155,1,0,0.0000000000
33,155,2,0,0.0000000000
33,155,3,0,0.0000000000
33,156,1,0,0.0000000000
33,156,2,0,0.0000000000
33,156,3,0,0.0000000000
33,157,1,0,0.0000000000
33,157,2,0,0.0000000000
33,157,3,0,0.0000000000
33,158,1,0,0.0000000000
33,158,2,0,0.0000000000
33,158,3,0,0.0000000000
33,159,1,0,0.0000000000
33,159,2,0,0.0000000000
33,159,3,0,0.0000000000
33,160,1,0,0.0000000000
33,160,2,0,0.0000000000
33,160,3,0,0.0000000000
33,161,1,0,0.0000000000
33,161,2,0,0.0000000000
33,161,3,0,0.0000000000
33,162,1,0,0.0000000000
33,162,2,0,0.0000000000
33,162,3,0,0.0000000000
33,163,1,0,0.0000000000
33,163,2,0,0.0000000000
33,163,3,0,0.0000000000
33,164,1,0,0.0000000000
33,164,2,0,0.0000000000
33,164,3,0,0.0000000000
33,165,1,0,0.0000000000
33,165,2,0,0.0000000000
33,165,3,0,0.0000000000
33,166,1,0,0.0000000000
33,166,2,0,0.0000000000
33,166,3,0,0.0000000000
33,167,1,0,0.0000000000
33,167,2,0,0.0000000000
33,167,3,0,0.0000000000
33,168,1,0,0.0000000000
33,168,2,0,0.0000000000
33,168,3,0,0.0000000000
35,1,1,0,0.0000000000
35,1,2,0,0.0000000000
35,1,3,0,0.0000000000
35,2,1,0,0.0000000000
35,2,2,0,0.0000000000
35,2,3,0,0.0000000000
35,3,1,0,0.0000000000
35,3,2,0,0.0000000000
35,3,3,0,0.0000000000
35,4,1,0,0.0000000000
35,4,2,0,0.0000000000
35,4,3,0,0.0000000000
35,5,1,0,0.0000000000
35,5,2,0,0.0000000000
35,5,3,0,0.0000000000
35,6,1,0,0.0000000000
35,6,2,0,0.0000000000
35,6,3,0,0.0000000000
35,7,1,0,0.0000000000
35,7,2,0,0.0000000000
35,7,3,0,0.0000000000
35,8,1,0,0.0000000000
35,8,2,0,0.0000000000
35,8,3,0,0.0000000000
35,9,1,0,0.0000000000
35,9,2,0,0.0000000000
35,9,3,0,0.0000000000
35,10,1,0,0.0000000000
35,10,2,0,0.0000000000
35,10,3,0,0.0000000000
35,11,1,0,0.0000000000
35,11,2,0,0.0000000000
35,11,3,0,0.0000000000
35,12,1,0,0.0000000000
35,12,2,0,0.0000000000
35,12,3,0,0.0000000000
35,13,1,0,0.0000000000
35,13,2,0,0.0000000000
35,13,3,0,0.0000000000
35,14,1,0,0.0000000000
35,14,2,0,0.0000000000
35,14,3,0,0.0000000000
35,15,1,0,0.0000000000
35,15,2,0,0.0000000000
35,15,3,0,0.0000000000
35,16,1,0,0.0000000000
35,16,2,0,0.0000000000
35,16,3,0,0.0000000000
35,17,1,0,0.0000000000
35,17,2,0,0.0000000000
35,17,3,0,0.0000000000
35,18,1,0,0.0000000000
35,18,2,0,0.0000000000
35,18,3,0,0.0000000000
35,19,1,0,0.0000000000
35,19,2,0,0.0000000000
35,19,3,0,0.0000000000
35,20,1,0,0.0000000000
35,20,2,0,0.0000000000
35,20,3,0,0.0000000000
35,21,1,0,0.0000000000
35,21,2,0,0.0000000000
35,21,3,0,0.0000000000
35,22,1,0,0.0000000000
35,22,2,0,0.0000000000
35,22,3,0,0.0000000000
35,23,1,0,0.0000000000
35,23,2,0,0.0000000000
35,23,3,0,0.0000000000
35,24,1,0,0.0000000000
35,24,2,0,0.0000000000
35,24,3,0,0.0000000000
35,25,1,0,0.0000000000
35,25,2,0,0.0000000000
35,25,3,0,0.0000000000
35,26,1,0,0.0000000000
35,26,2,0,0.0000000000
35,26,3,0,0.0000000000
35,27,1,0,0.0000000000
35,27,2,0,0.0000000000
35,27,3,0,0.0000000000
35,28,1,0,0.0000000000
35,28,2,0,0.0000000000
35,28,3,0,0.0000000000
35,29,1,0,0.0000000000
35,29,2,0,0.0000000000
35,29,3,0,0.0000000000
35,30,1,0,0.0000000000
35,30,2,0,0.0000000000
35,30,3,0,0.0000000000
35,31,1,0,0.0000000000
35,31,2,0,0.0000000000
35,31,3,0,0.0000000000
35,32,1,0,0.0000000000
35,32,2,0,0.0000000000
35,32,3,0,0.0000000000
35,33,1,0,0.0000000000
35,33,2,0,0.0000000000
35,33,3,0,0.0000000000
35,34,1,0,0.0000000000
35,34,2,0,0.0000000000
35,34,3,0,0.0000000000
35,35,1,0,0.0000000000
35,35,2,0,0.0000000000
35,35,3,0,0.0000000000
35,36,1,0,0.0000000000
35,36,2,0,0.0000000000
35,36,3,0,0.0000000000
35,37,1,0,0.0000000000
35,37,2,0,0.0000000000
35,37,3,0,0.0000000000
35,38,1,0,0.0000000000
35,38,2,0,0.0000000000
35,38,3,0,0.0000000000
35,39,1,0,0.0000000000
35,39,2,0,0.0000000000
35,39,3,0,0.0000000000
35,40,1,0,0.0000000000
35,40,2,0,0.0000000000
35,40,3,0,0.0000000000
35,41,1,0,0.0000000000
35,41,2,0,0.0000000000
35,41,3,0,0.0000000000
35,42,1,0,0.0000000000
35,42,2,0,0.0000000000
35,42,3,0,0.0000000000
35,43,1,0,0.0000000000
35,43,2,0,0.0000000000
35,43,3,0,0.0000000000
35,44,1,0,0.0000000000
35,44,2,0,0.0000000000
35,44,3,0,0.0000000000
35,45,1,0,0.0000000000
35,45,2,0,0.0000000000
