timestamp,CF_bus2_WINTER,CF_bus3_WINTER
2025-01-01 00:00:00,0.19155068366904177,0.1958007366631085
2025-01-01 01:00:00,0.02328930806851039,0.07257594068257718
2025-01-01 02:00:00,0.12454455852812828,0.40962493445538256
2025-01-01 03:00:00,0.07143395892289575,0.11236126644788688
2025-01-01 04:00:00,0.09112063695001785,0.07814786699271473
2025-01-01 05:00:00,0.02268057614791993,0.14515977259501334
2025-01-01 06:00:00,0.018123864795176504,0.32618179511297307
2025-01-01 07:00:00,0.01870351323170054,0.4397422701405714
2025-01-01 08:00:00,0.024956662434201495,0.8738441396967012
2025-01-01 09:00:00,0.2911970070608534,0.6403524136372323
2025-01-01 10:00:00,0.41217283235769725,1.0
2025-01-01 11:00:00,1.0,0.8407611159911592
2025-01-01 12:00:00,1.0,0.6732555187763001
2025-01-01 13:00:00,1.0,0.10292551234917337
2025-01-01 14:00:00,1.0,0.1274576586643435
2025-01-01 15:00:00,1.0,0.06966008416819798
2025-01-01 16:00:00,1.0,0.20983605590990093
2025-01-01 17:00:00,0.9982885181040743,0.14097233304556167
2025-01-01 18:00:00,0.9321963127832129,0.31632290385979067
2025-01-01 19:00:00,0.701064057301265,0.29969158927685746
2025-01-01 20:00:00,0.4873285009834689,0.4782940649611602
2025-01-01 21:00:00,1.0,0.09671107510618127
2025-01-01 22:00:00,0.7758130110280921,0.0535959553731575
2025-01-01 23:00:00,1.0,0.20095891244789052
2025-01-02 00:00:00,1.0,0.3946233567033186
2025-01-02 01:00:00,0.34893631601423997,0.5548897237442186
2025-01-02 02:00:00,0.12052568181692874,0.6599252075322425
2025-01-02 03:00:00,0.049381639558434075,0.3112645120405517
2025-01-02 04:00:00,0.02386633206325368,1.0
2025-01-02 05:00:00,0.010414987870632086,0.6941728153279425
2025-01-02 06:00:00,0.018252425888684372,1.0
2025-01-02 07:00:00,0.0015550946746672332,0.14917483877411197
2025-01-02 08:00:00,0.0,0.23882629925145427
2025-01-02 09:00:00,0.06374134997018462,0.12927051287280794
2025-01-02 10:00:00,0.05295042506383842,0.21930961830602094
2025-01-02 11:00:00,0.40757628441506,0.461317532152289
2025-01-02 12:00:00,0.47272429395225923,0.3957780500871482
2025-01-02 13:00:00,1.0,1.0
2025-01-02 14:00:00,1.0,1.0
2025-01-02 15:00:00,0.4376805503817148,1.0
2025-01-02 16:00:00,0.3884248360673004,1.0
2025-01-02 17:00:00,0.10158239990455033,1.0
2025-01-02 18:00:00,0.010873170554860073,1.0
2025-01-02 19:00:00,0.13451382192375627,1.0
2025-01-02 20:00:00,0.21187710198275797,1.0
2025-01-02 21:00:00,0.3591325899020558,1.0
2025-01-02 22:00:00,0.20808549138765192,1.0
2025-01-02 23:00:00,0.468171653047495,1.0
2025-01-03 00:00:00,0.24395570045663448,1.0
2025-01-03 01:00:00,0.11838635668584656,0.879691062390275
2025-01-03 02:00:00,0.1479242039358929,1.0
2025-01-03 03:00:00,0.026995701983519804,0.9879929827046424
2025-01-03 04:00:00,0.0,0.8159892476555978
2025-01-03 05:00:00,0.0,1.0
2025-01-03 06:00:00,0.0931158687393043,0.43400654712746367
2025-01-03 07:00:00,0.7034461122972948,1.0
2025-01-03 08:00:00,0.9875389094322644,0.3497539792430215
2025-01-03 09:00:00,0.5494210880045661,0.2166389054601977
2025-01-03 10:00:00,0.41666982814182224,0.23900375949700414
2025-01-03 11:00:00,0.9668963472115916,0.08262536302831977
2025-01-03 12:00:00,0.587119390373517,0.17853660193049603
2025-01-03 13:00:00,1.0,0.20986858419046833
2025-01-03 14:00:00,0.9028635570707828,0.0
2025-01-03 15:00:00,1.0,0.06522419576120563
2025-01-03 16:00:00,1.0,1.0
2025-01-03 17:00:00,0.6583930877139307,0.028185097109868704
2025-01-03 18:00:00,1.0,0.003918046321372331
2025-01-03 19:00:00,1.0,0.06929942606212486
2025-01-03 20:00:00,0.3940620046952134,0.014059219301920958
2025-01-03 21:00:00,0.192049674431924,0.02131288455691474
2025-01-03 22:00:00,0.45518889251946565,0.03483214442662026
2025-01-03 23:00:00,0.4319609523125919,0.09326853376305581
2025-01-04 00:00:00,0.27972164410319295,0.06602707240958562
2025-01-04 01:00:00,0.5351095478319028,0.07756577906908041
2025-01-04 02:00:00,0.3018245608840655,0.08286840803687132
2025-01-04 03:00:00,0.31989903343657383,0.0
2025-01-04 04:00:00,0.19584115423783457,0.0
